state	county	fips	trump16	trump16_pct	clinton16	clinton16_pct	otherpres16	otherpres16_pct	romney12	romney12_pct	obama12	obama12_pct	otherpres12	otherpres12_pct	senaterace16	houserace16	govrace16	total_population	cvap	voterturnout16_pct	voterturnout12_pct	voterturnout_pct_diff	white_pct	nonwhite_pct	black_pct	hispanic_pct	foreignborn_pct	female_pct	age29andunder_pct	age65andolder_pct	median_hh_inc	clf_unemploy_pct	lesshs_pct	lesscollege_pct	rural_pct	RepWon16
Alabama	Escambia	1053	9935	66.9248905355338	4605	31.020545638262	305	2.05456382620411	9287	62.4588069137131	5489	36.9157307149102	93	0.62546237137669	Race	Race	No Race	37875	29330	50.6137061029662	50.6955335833617	-0.0818274803954893	60.5940594059406	39.4059405940594	32.3300330033003	2.05940594059406	0.736633663366337	48.8052805280528	37.7372937293729	16.6574257425743	32334	15.2370842179759	19.5442900395932	88.3743498175607	63.5115738928469	1
Alabama	Etowah	1055	32353	73.2564985055701	10442	23.6436916945929	1369	3.09980979983697	29130	68.4928285915824	12803	30.1034563837291	597	1.40371502468846	Race	Race	No Race	103363	78780	56.0599136836761	53.985783193704	2.07413048997207	78.4313535791337	21.5686464208663	15.2849665741126	3.62992560200459	2.88207579114383	51.6200187688051	36.3573038708242	17.3630796319766	40478	8.45582563853935	17.5490961838875	83.5081455032359	37.4834817581155	1
Alabama	Fayette	1057	6712	81.3674384773912	1362	16.5110922536065	175	2.1214692690023	6054	76.1892776239617	1817	22.8668512459099	75	0.943871130128367	Race	Race	No Race	16783	13155	62.7061953629799	60.4028886354998	2.30330672748005	85.2291008758863	14.7708991241137	12.2385747482572	0.858011082643151	0.560090567836501	50.4796520288387	34.8149913603051	19.5495441816123	36205	8.77476155539252	20.7691004573945	85.8546501778757	80.2331651296329	1
Alabama	Franklin	1059	9466	78.6212624584718	2197	18.2475083056478	377	3.1312292358804	7567	69.6841329772539	3171	29.2015839395893	121	1.11428308315683	Race	Race	No Race	31573	21935	54.8894460907226	49.5053567358103	5.38408935491225	78.0730370886517	21.9269629113483	4.06043138124347	16.0168498400532	8.88417318595002	50.7395559497039	39.460931808824	16.0358534190606	36138	9.71294324939432	24.3310397553517	87.6099006116208	70.3665152662125	1
Alabama	Geneva	1061	9994	84.997448545671	1525	12.9698928389182	239	2.03265861541078	9175	81.0512367491166	2039	18.0123674911661	106	0.936395759717314	Race	Race	No Race	26765	20515	57.3141603704606	55.1791372166707	2.13502315378992	84.0612740519335	15.9387259480665	9.42275359611433	3.70633289744069	1.67756398281338	51.1600971417896	35.2736783112273	18.9501214272371	36519	10.3151610920902	22.3132145705929	88.3382079234246	89.6416573348264	1
Alabama	Greene	1063	838	17.172131147541	4013	82.233606557377	29	0.594262295081967	804	15.0561797752809	4521	84.6629213483146	15	0.280898876404494	Race	Race	No Race	8587	6595	73.9954510993177	80.9704321455648	-6.97498104624715	17.1421916851054	82.8578083148946	81.1808547804821	0.617212064749039	0.25620123442413	52.3465703971119	37.6033539070688	18.0039594736229	21339	18.1533101045296	23.0511316010059	90.0251466890193	100	0
Alabama	Hale	1065	3173	39.4651741293532	4775	59.3905472636816	92	1.14427860696517	3210	37.1398819854217	5411	62.6055767673262	22	0.254541247252112	Race	Race	No Race	15159	11565	69.5201037613489	74.7341115434501	-5.21400778210118	39.9696549904347	60.0303450095653	58.2822085889571	1.20720364140115	1.03568836994525	53.0246058447127	38.0170195923214	17.6594762187479	33351	12.0593368237347	18.6039691074396	85.9712581875061	89.1687817258883	0
Alabama	Henry	1067	5632	69.7720515361744	2292	28.394449950446	148	1.83349851337958	5628	64.2465753424657	3083	35.1940639269406	49	0.559360730593607	Race	Race	No Race	17187	13335	60.5324334458193	65.6917885264342	-5.15935508061492	68.5634491185198	31.4365508814802	27.8873567231047	2.53098271949729	1.71059521731541	51.7018676906965	33.6184325362192	20.6318729272124	41045	7.52984389348026	19.3028393748466	83.855658293102	87.7528609409317	1
Alabama	Houston	1069	30728	72.0654799596613	10664	25.0099674007364	1247	2.92455263960224	29270	69.8268047139654	12367	29.5028388759006	281	0.670356410134071	Race	Race	No Race	103891	78085	54.6058782096433	53.6825254530319	0.923352756611386	67.4524261004322	32.5475738995678	26.3747581599946	3.18699406108325	2.31685131532087	52.0824710513904	38.3979362986207	16.0485508850622	41945	8.06925498426023	15.0961524875306	78.9820976926229	33.804051325987	1
Alabama	Jackson	1071	16672	79.451010293557	3673	17.503812428517	639	3.04517727792604	14439	70.1705788015746	5822	28.2937260047626	316	1.53569519366283	Race	Race	No Race	52608	40730	51.5197643014977	50.5205008593175	0.999263442180222	89.4920924574209	10.5079075425791	3.29417579075426	2.72772201946472	2.25631082725061	51.0283607055961	34.8426094890511	18.4515663017032	38422	8.60941586748038	20.5151000835152	87.421536140521	77.0173032483514	1
Alabama	Jefferson	1073	134768	44.3037433717631	156873	51.5705592867639	12550	4.12569734147296	141683	46.6188248145881	159876	52.6049789745918	2359	0.776196210820024	Race	Race	No Race	659096	491015	61.9514678777634	61.8958687616468	0.0555991161166247	50.6709189556605	49.3290810443395	42.3396591695292	3.68929564130263	3.92583174529962	52.6668345734157	39.6523419957032	14.3100549844029	47220	8.21716620076396	11.0052298042802	68.559752699525	9.83376514504925	0
Alabama	Lamar	1075	5823	83.5917312661499	1036	14.8722365776629	107	1.5360321561872	5457	76.1512698855708	1646	22.969578565448	63	0.879151548981301	Race	Race	No Race	14066	10960	63.5583941605839	65.3832116788321	-1.82481751824818	86.1367837338262	13.8632162661738	11.2611972131381	1.42897767666714	0.846011659320347	51.5640551684914	34.0892933314375	20.2189677235888	34298	9.52548330404218	22.5845169033807	86.9373874774955	100	1
Alabama	Lauderdale	1077	27899	70.5857052498419	9952	25.1790006325111	1674	4.23529411764706	23911	64.7573393998483	12511	33.8831112555519	502	1.35954934459972	Race	Race	No Race	92641	72735	54.3411012579913	50.7651062074655	3.57599505052588	84.9915264299824	15.0084735700176	9.76349564447707	2.39310888267614	2.05308664630131	52.2230977644887	37.8029166351831	18.3126261590441	43657	7.64039130843759	15.1374548679293	78.3207702540065	49.2951061924948	1
Alabama	Lawrence	1079	10833	73.0528019421404	3627	24.4588306696338	369	2.48836738822577	8874	62.8826530612245	5069	35.9197845804989	169	1.19756235827664	Race	Race	No Race	33433	25995	57.0455856895557	54.2873629544143	2.75822273514138	76.657793198337	23.342206801663	11.3660156133162	2.06682020757934	0.726826787904167	51.329524721084	35.8687524302336	16.1517063978704	42339	8.31517792302106	22.4569940666752	89.6913817390191	91.2897871225138	1
Alabama	Lee	1081	34617	58.4835532428917	21230	35.8669392306263	3344	5.64950752648207	32194	59.2247833845361	21381	39.3329531448334	784	1.44226347063044	Race	Race	No Race	153947	115345	51.3164853266288	47.1273137110408	4.18917161558802	67.8675128453299	32.1324871546701	23.0865167882453	3.6902310535444	5.1576191806271	50.6148219841894	49.202647664456	10.3210845290912	45056	6.07052896725441	11.2875836579762	65.5878533613026	27.4094989554144	1
Alabama	Limestone	1083	29067	72.1372909117983	9468	23.4972948826128	1759	4.36541420558892	25295	71.3359090780902	9829	27.7193378267859	335	0.944753095123946	Race	Race	No Race	90257	67250	59.9167286245353	52.7271375464684	7.18959107806692	77.436653112778	22.563346887222	12.6749171809389	5.68930941644415	4.3298580719501	49.9806109221445	37.5815726204062	13.910278427158	51115	7.9436443632342	16.8434457411825	76.7393126571668	57.6091420840279	1
Alabama	Lowndes	1085	1751	26.1968880909635	4883	73.0550568521843	50	0.748055056852184	1756	23.3479590479989	5747	76.4127110756548	18	0.239329876346231	Race	Race	No Race	10565	8100	82.5185185185185	92.8518518518518	-10.3333333333333	24.4013251301467	75.5986748698533	74.6426881211548	0.473260766682442	0.302886890676763	52.2479886417416	38.5328916232844	17.3402744912447	27914	12.2660098522167	25.191905094208	87.7180739706909	100	0
Alabama	Macon	1087	1431	15.6564551422319	7566	82.7789934354486	143	1.56455142231947	1331	12.805464691168	9045	87.0213584760439	18	0.173176832788147	Race	Race	No Race	19684	16035	57.0003118178983	64.8207047084503	-7.82039289055191	15.4236943710628	84.5763056289372	81.5332249542776	1.6460069091648	1.12781954887218	53.9118065433855	42.5828083722821	16.7496443812233	32390	15.0369210114119	19.5343966489447	79.9581118092476	55.5472683199702	0
Alabama	Madison	1089	89520	54.7894901125535	62822	38.4493448151344	11047	6.76116507231209	90884	58.612528134452	62015	39.9944537240663	2160	1.39301814148163	Race	Race	No Race	349973	261510	62.4790638981301	59.2937172574662	3.18534664066384	65.4310475379529	34.5689524620471	23.9829929737437	4.67521780251619	5.56071468370417	51.1148002845934	39.3998965634492	13.6679115246033	60150	7.33354723076583	9.18516829835649	59.3280730861946	16.4415147650465	1
Alabama	Marengo	1091	5233	47.5986901946516	5615	51.0733127160269	146	1.32799708932145	5336	46.2511918176302	6167	53.4541041865303	34	0.294703995839473	Race	Race	No Race	20066	15310	71.8092749836708	75.3559764859569	-3.54670150228608	45.4500149506628	54.5499850493372	52.7608890660819	0.946875311472142	0.907006877304894	52.9901325625436	37.5161965513804	18.6384929731885	30713	14.0748413828823	16.141530813656	85.2109072300607	69.3156417938841	0
Alabama	Marion	1093	11274	86.8299445471349	1432	11.0289587184227	278	2.14109673444239	9697	80.1073936389921	2249	18.5790995456423	159	1.31350681536555	Race	Race	No Race	30239	23725	54.72708113804	51.0221285563751	3.70495258166491	92.0466946658289	7.95330533417111	3.24746188696716	2.40087304474354	1.61711696815371	50.5340785078872	34.313304011376	20.0965640398161	34074	7.64816852696117	20.108645185254	87.5336614356022	88.8549519105797	1
Alabama	Marshall	1095	29233	82.7755125155737	4917	13.9228678219504	1166	3.30161966247593	25867	79.4294663145612	6299	19.3422587975189	400	1.22827488791992	Race	Race	No Race	94534	65925	53.5699658703072	49.3985589685248	4.17140690178233	82.3418029492035	17.6581970507965	2.09025324221973	12.9159878985339	7.17096494382973	50.708739712696	39.3191867476252	16.4046797977447	39831	7.17379206890712	21.3947542846321	83.4327557365148	53.2686870424322	1
Alabama	Mobile	1097	95116	55.0640569188998	72186	41.7895413258306	5435	3.14640175526957	94893	54.2667444413945	78760	45.0407173574892	1211	0.692538201116296	Race	Race	No Race	414291	308975	55.9064649243466	56.5948701351242	-0.68840521077756	57.8508825921876	42.1491174078124	35.2015853590834	2.64475935996679	3.10506383194421	52.1358175774999	40.7078599342008	14.5436420293948	44263	8.69685418228411	14.2226248031052	77.4876042678424	20.0202425228576	1
Alabama	Monroe	1099	5795	56.4209911401032	4332	42.1770032129296	144	1.40200564696719	5741	53.6141202838999	4914	45.8909226746358	53	0.494957041464326	Race	Race	No Race	21975	16820	61.064209274673	63.6623067776457	-2.59809750297265	54.6666666666667	45.3333333333333	42.4163822525597	0.618885096700796	0.200227531285552	52.1183162684869	37.3014789533561	17.806598407281	28182	21.8331119430021	17.9681729671658	87.6049150607668	79.0445638980406	1
Alabama	Montgomery	1101	34003	35.4648615949436	58916	61.448924675108	2959	3.08621372994848	38332	37.608414112476	63085	61.8941564302814	507	0.497429457242651	Race	Race	No Race	227392	168750	56.8165925925926	60.3994074074074	-3.58281481481481	35.9423374613003	64.0576625386997	56.6893294399099	3.31146214466648	4.35899240078807	52.6192654095131	41.6197579510273	13.2568428088939	45358	8.44776795830501	14.4870462178154	68.5404339250493	10.4912300589023	0
Alabama	Morgan	1103	37486	74.018639917858	11254	22.221783429429	1904	3.75957665271306	35391	71.7535429718387	13439	27.2469233420514	493	0.999533686109928	Race	Race	No Race	119555	88065	57.5075228524385	56.0074944643161	1.50002838812241	76.6191292710468	23.3808707289532	12.0530299861988	7.81146752540672	4.31851449123834	50.7766300029275	37.4739659570909	15.7534189285266	46883	8.93143093614495	17.5088074311558	78.5708190606219	38.5973721650347	1
Alabama	Perry	1105	1407	26.657824933687	3824	72.4516862447897	47	0.890488821523304	1506	24.6925725528775	4568	74.8975241842925	25	0.409903262829972	Race	Race	No Race	9856	7625	69.2196721311475	79.9868852459016	-10.7672131147541	29.6266233766234	70.3733766233766	68.5876623376623	0.953733766233766	0.375405844155844	52.6075487012987	41.5178571428571	18.8616071428571	24912	11.7301038062284	23.615552937216	85.5074903214947	100	0
Alabama	Pickens	1107	5456	57.1787885139384	3972	41.6264933976106	114	1.19471808845106	5124	53.3139111434814	4455	46.3531370304859	32	0.332951826032671	Race	Race	No Race	20042	15585	61.2255373756817	61.6682707731793	-0.442733397497591	54.8548049096897	45.1451950903103	41.7722782157469	2.42490769384293	1.55673086518312	50.7184911685461	35.8547051192496	17.922363037621	31679	12.3249299719888	18.9008804316955	88.8809997159898	100	1
Alabama	Pike	1109	7693	58.4219319562576	5056	38.3961117861482	419	3.18195625759417	7963	56.4471538952293	6035	42.7801800524562	109	0.772666052314454	Race	Race	No Race	33277	25630	51.3772922356613	55.0409676160749	-3.66367538041358	56.5615890855546	43.4384109144454	37.4162334345043	2.19370736544761	3.88556660756679	52.3244282837996	48.9617453496409	14.2831385040719	33193	9.73429039163833	20.042817820369	76.0118258741972	51.6793823520472	1
Alabama	Randolph	1111	7705	75.6356140178659	2291	22.4894473348385	191	1.87493864729557	7224	69.4748990190421	3078	29.601846508944	96	0.923254472013849	Race	Race	No Race	22615	17375	58.6302158273381	59.8446043165468	-1.21438848920864	75.4366570860049	24.5633429139951	19.1863807207606	2.92283882378952	1.59628565111652	51.2491709042671	35.7638735352642	19.3942073844793	37496	7.97872340425532	22.7386370921213	84.6208090262196	81.342469340549	1
Alabama	Russell	1113	9210	47.8292480265891	9579	49.7455338595762	467	2.42521811383465	8278	43.8476614227448	10500	55.6173526140156	101	0.534985963239578	Race	Race	No Race	58636	43135	44.6412426104092	43.7672423785789	0.874000231830301	48.7158059894945	51.2841940105055	42.0202605907634	5.07196943857016	2.84296336721468	51.3626441094208	42.533597107579	12.603178934443	38400	9.42592807649131	17.4393279402614	82.9858950425223	35.4089938995599	0
Alabama	St. Clair	1115	31651	82.4244791666667	5589	14.5546875	1160	3.02083333333333	29031	82.5964493001024	5801	16.5044952771139	316	0.899055422783658	Race	Race	No Race	86576	65815	58.3453619995442	53.4042391552078	4.9411228443364	86.3033635187581	13.6966364812419	9.35478654592497	2.2650619109222	1.75568286823138	49.7574385510996	36.9582794307891	15.2455645906487	54042	6.40097501523461	16.5168015452759	83.8961601225564	72.7967652793894	1
Alabama	Shelby	1117	73020	72.1156695044146	22977	22.6924368420013	5257	5.19189365358406	71436	77.2222642610829	20051	21.675116477672	1020	1.10261926124509	Race	Race	No Race	205951	149210	67.8600629984585	61.9978553716239	5.86220762683465	78.8959509786308	21.1040490213692	11.5634301362946	5.75913688207389	5.46052216303878	51.3971769984122	38.5902471947211	12.9720176158407	72310	4.62105663951858	8.42630757389384	58.5770085672975	22.9448701847912	1
Alabama	Sumter	1119	1581	24.6607393542349	4746	74.0290126345344	84	1.3102480112307	1586	22.5700868080262	5421	77.1452967126797	20	0.284616479294151	Race	Race	No Race	13285	10390	61.7035611164581	67.6323387872955	-5.92877767083736	24.5765901392548	75.4234098607452	71.6597666541212	0.293564170116673	2.02484004516372	53.8200978547234	43.8765525028227	16.2288295069627	20428	15.2943477410522	20.0169122976564	81.8796810823871	100	0
Alabama	Talladega	1121	20614	61.7056305564702	12121	36.2828149788966	672	2.01155446463316	19246	57.6693734455997	13905	41.6654181523987	222	0.665208402001618	Race	Race	No Race	81057	62160	53.743564993565	53.6888674388674	0.0546975546975546	63.5194986244248	36.4805013755752	32.0502856014903	2.16144194825863	1.54089097795379	51.463784744069	37.0109922647026	16.1466622253476	37923	12.0420788550902	20.1882378154412	86.9090779204543	55.8153382508415	1
